"feature","method.x","group1.x","group2.x","p_values.x","logFC","logCPM","Comparison","method.y","group1.y","group2.y","p_values.y","p_adjust","adj_method","pathway_name","pathway_description","pathway_class","pathway_map","pathway_class2","pathway_class3"
"ko04120","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,2.37012469304199,2.14868872150072,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,1.569182432787e-13,"BH","Ubiquitin mediated proteolysis","Protein ubiquitination plays an important role in eukaryotic cellular processes. It mainly functions as a signal for 26S proteasome dependent protein degradation. The addition of ubiquitin to proteins being degraded is performed by a reaction cascade consisting of three enzymes, named E1 (ubiquitin activating enzyme), E2 (ubiquitin conjugating enzyme), and E3 (ubiquitin ligase). Each E3 has specificity to its substrate, or proteins to be targeted by ubiquitination. Many E3s are discovered in eukaryotes and they are classified into four types: HECT type, U-box type, single RING-finger type, and multi-subunit RING-finger type. Multi-subunit RING-finger E3s are exemplified by cullin-Rbx E3s and APC/C. They consist of a RING-finger-containing subunit (RBX1 or RBX2) that functions to bind E2s, a scaffold-like cullin molecule, adaptor proteins, and a target recognizing subunit that binds substrates.","Genetic Information Processing; Folding, sorting and degradation","Ubiquitin mediated proteolysis","Genetic Information Processing"," Folding, sorting and degradation"
"ko04150","edgeR","EBPR","AMF_Vermont",0.00556382387711062,-0.934055112090294,-0.495593802569657,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",0.00556382387711062,0.0268075150442602,"BH","mTOR signaling pathway","The mammalian (mechanistic) target of rapamycin (mTOR) is a highly conserved serine/threonine protein kinase, which exists in two complexes termed mTOR complex 1 (mTORC1) and 2 (mTORC2). mTORC1 contains mTOR, Raptor, PRAS40, Deptor, mLST8, Tel2 and Tti1. mTORC1 is activated by the presence of growth factors, amino acids, energy status, stress and oxygen levels to regulate several biological processes, including lipid metabolism, autophagy, protein synthesis and ribosome biogenesis. On the other hand, mTORC2, which consists of mTOR, mSin1, Rictor, Protor, Deptor, mLST8, Tel2 and Tti1, responds to growth factors and controls cytoskeletal organization, metabolism and survival.","Environmental Information Processing; Signal transduction","mTOR signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04310","edgeR","EBPR","AMF_Vermont",4.1349683143726e-05,-1.16874264414115,4.24545774679706,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",4.1349683143726e-05,0.000304379612030206,"BH","Wnt signaling pathway","Wnt proteins are secreted morphogens that are required for basic developmental processes, such as cell-fate specification, progenitor-cell proliferation and the control of asymmetric cell division, in many different species and organs. There are at least three different Wnt pathways: the canonical pathway, the planar cell polarity (PCP) pathway and the Wnt/Ca2+ pathway. In the canonical Wnt pathway, the major effect of Wnt ligand binding to its receptor is the stabilization of cytoplasmic beta-catenin through inhibition of the bea-catenin degradation complex. Beta-catenin is then free to enter the nucleus and activate Wnt-regulated genes through its interaction with TCF (T-cell factor) family transcription factors and concomitant recruitment of coactivators. Planar cell polarity (PCP) signaling leads to the activation of the small GTPases RHOA (RAS homologue gene-family member A) and RAC1, which activate the stress kinase JNK (Jun N-terminal kinase) and ROCK (RHO-associated coiled-coil-containing protein kinase 1) and leads to remodelling of the cytoskeleton and changes in cell adhesion and motility. WNT-Ca2+ signalling is mediated through G proteins and phospholipases and leads to transient increases in cytoplasmic free calcium that subsequently activate the kinase PKC (protein kinase C) and CAMKII (calcium calmodulin mediated kinase II) and the phosphatase calcineurin.","Environmental Information Processing; Signal transduction","Wnt signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04330","edgeR","EBPR","AMF_Vermont",4.02665021295153e-05,-1.17098600872232,4.15364761566448,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",4.02665021295153e-05,0.000304379612030206,"BH","Notch signaling pathway","The Notch signaling pathway is an evolutionarily conserved, intercellular signaling mechanism essential for proper embryonic development in all metazoan organisms in the Animal kingdom. The Notch proteins (Notch1-Notch4 in vertebrates) are single-pass receptors that are activated by the Delta (or Delta-like) and Jagged/Serrate families of membrane-bound ligands. They are transported to the plasma membrane as cleaved, but otherwise intact polypeptides. Interaction with ligand leads to two additional proteolytic cleavages that liberate the Notch intracellular domain (NICD) from the plasma membrane. The NICD translocates to the nucleus, where it forms a complex with the DNA binding protein CSL, displacing a histone deacetylase (HDAc)-co-repressor (CoR) complex from CSL. Components of an activation complex, such as MAML1 and histone acetyltransferases (HATs), are recruited to the NICD-CSL complex, leading to the transcriptional activation of Notch target genes.","Environmental Information Processing; Signal transduction","Notch signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04350","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,4.77411474494909,-2.79897739454963,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,1.06262498610905e-06,"BH","TGF-beta signaling pathway","The transforming growth factor-beta (TGF-beta) family members, which include TGF-betas, activins and bone morphogenetic proteins (BMPs), are structurally related secreted cytokines found in species ranging from worms and insects to mammals. A wide spectrum of cellular functions such as proliferation, apoptosis, differentiation and migration are regulated by TGF-beta family members. TGF-beta family member binds to the Type II receptor and recruits Type I, whereby Type II receptor phosphorylates and activates Type I. The Type I receptor, in turn, phosphorylates receptor-activated Smads ( R-Smads: Smad1, Smad2, Smad3, Smad5, and Smad8). Once phosphorylated, R-Smads associate with the co-mediator Smad, Smad4, and the heteromeric complex then translocates into the nucleus. In the nucleus, Smad complexes activate specific genes through cooperative interactions with other DNA-binding and coactivator (or co-repressor) proteins.","Environmental Information Processing; Signal transduction","TGF-beta signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04360","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,2.37012469304199,2.14868872150072,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,1.569182432787e-13,"BH","Axon guidance","Axon guidance represents a key stage in the formation of neuronal network. Axons are guided by a variety of guidance factors, such as netrins, ephrins, Slits, and semaphorins. These guidance cues are read by growth cone receptors, and signal transduction pathways downstream of these receptors converge onto the Rho GTPases to elicit changes in cytoskeletal organization that determine which way the growth cone will turn.","Organismal Systems; Development and regeneration","Axon guidance","Organismal Systems"," Development and regeneration"
"ko04370","edgeR","EBPR","AMF_Vermont",3.03408566378668e-11,-2.05211964860072,1.39679493367217,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.03408566378668e-11,5.74309072073908e-10,"BH","VEGF signaling pathway","There is now much evidence that VEGFR-2 is the major mediator of VEGF-driven responses in endothelial cells and it is considered to be a crucial signal transducer in both physiologic and pathologic angiogenesis. The binding of VEGF to VEGFR-2 leads to a cascade of different signaling pathways, resulting in the up-regulation of genes involved in mediating the proliferation and migration of endothelial cells and promoting their survival and vascular permeability. For example, the binding of VEGF to VEGFR-2 leads to dimerization of the receptor, followed by intracellular activation of the PLCgamma;PKC-Raf kinase-MEK-mitogen-activated protein kinase (MAPK) pathway and subsequent initiation of DNA synthesis and cell growth, whereas activation of the phosphatidylinositol 3' -kinase (PI3K)-Akt pathway leads to increased endothelial-cell survival. Activation of PI3K, FAK, and p38 MAPK is implicated in cell migration signaling.","Environmental Information Processing; Signal transduction","VEGF signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04510","edgeR","EBPR","AMF_Vermont",3.82858770961876e-13,2.16667895599525,2.5973028353099,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.82858770961876e-13,9.22341584589973e-12,"BH","Focal adhesion","Cell-matrix adhesions play essential roles in important biological processes including cell motility, cell proliferation, cell differentiation, regulation of gene expression and cell survival. At the cell-extracellular matrix contact points, specialized structures are formed and termed focal adhesions, where bundles of actin filaments are anchored to transmembrane receptors of the integrin family through a multi-molecular complex of junctional plaque proteins. Some of the constituents of focal adhesions participate in the structural link between membrane receptors and the actin cytoskeleton, while others are signalling molecules, including different protein kinases and phosphatases, their substrates, and various adapter proteins. Integrin signaling is dependent upon the non-receptor tyrosine kinase activities of the FAK and src proteins as well as the adaptor protein functions of FAK, src and Shc to initiate downstream signaling events. These signalling events culminate in reorganization of the actin cytoskeleton; a prerequisite for changes in cell shape and motility, and gene expression. Similar morphological alterations and modulation of gene expression are initiated by the binding of growth factors to their respective receptors, emphasizing the considerable crosstalk between adhesion- and growth factor-mediated signalling.","Cellular Processes; Cellular community - eukaryotes","Focal adhesion","Cellular Processes"," Cellular community - eukaryotes"
"ko04512","edgeR","EBPR","AMF_Vermont",7.1535378342938e-07,1.43888866449182,2.94984062025631,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",7.1535378342938e-07,9.02708345756122e-06,"BH","ECM-receptor interaction","The extracellular matrix (ECM) consists of a complex mixture of structural and functional macromolecules and serves an important role in tissue and organ morphogenesis and in the maintenance of cell and tissue structure and function. Specific interactions between cells and the ECM are mediated by transmembrane molecules, mainly integrins and perhaps also proteoglycans, CD36, or other cell-surface-associated components. These interactions lead to a direct or indirect control of cellular activities such as adhesion, migration, differentiation, proliferation, and apoptosis. In addition, integrins function as mechanoreceptors and provide a force-transmitting physical link between the ECM and the cytoskeleton. Integrins are a family of glycosylated, heterodimeric transmembrane adhesion receptors that consist of noncovalently bound alpha- and beta-subunits.","Environmental Information Processing; Signaling molecules and interaction","ECM-receptor interaction","Environmental Information Processing"," Signaling molecules and interaction"
"ko04514","edgeR","EBPR","AMF_Vermont",6.28494974249877e-07,1.44693338614805,2.93477279727431,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",6.28494974249877e-07,8.32755840881088e-06,"BH","Cell adhesion molecules","Cell adhesion molecules (CAMs) are (glyco)proteins expressed on the cell surface and play a critical role in a wide array of biologic processes that include hemostasis, the immune response, inflammation, embryogenesis, and development of neuronal tissue. There are four main groups: the integrin family, the immunoglobulin superfamily, selectins, and cadherins. Membrane proteins that mediate immune cell&#8211;cell interactions fall into different categories, namely those involved in antigen recognition, costimulation and cellular adhesion. Furthermore cell-cell adhesions are important for brain morphology and highly coordinated brain functions such as memory and learning. During early development of the nervous system, neurons elongate their axons towards their targets and establish and maintain synapses through formation of cell-cell adhesions. Cell-cell adhesions also underpin axon-axon contacts and link neurons with supporting schwann cells and oligodendrocytes.","Environmental Information Processing; Signaling molecules and interaction","Cell adhesion molecules","Environmental Information Processing"," Signaling molecules and interaction"
"ko04520","edgeR","EBPR","AMF_Vermont",2.26162335272277e-24,6.99736264418184,-1.39102767222016,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",2.26162335272277e-24,1.49832547117883e-22,"BH","Adherens junction","Cell-cell adherens junctions (AJs), the most common type of intercellular adhesions, are important for maintaining tissue architecture and cell polarity and can limit cell movement and proliferation. At AJs, E-cadherin serves as an essential cell adhesion molecules (CAMs). The cytoplasmic tail binds beta-catenin, which in turn binds alpha-catenin. Alpha-catenin is associated with F-actin bundles directly and indirectly. The integrity of the cadherin-catenin complex is negatively regulated by phosphorylation of beta-catenin by receptor tyrosine kinases (RTKs) and cytoplasmic tyrosine kinases (Fer, Fyn, Yes, and Src), which leads to dissociation of the cadherin-catenin complex. Integrity of this complex is positively regulated by beta -catenin phosphorylation by casein kinase II, and dephosphorylation by protein tyrosine phosphatases. Changes in the phosphorylation state of beta-catenin affect cell-cell adhesion, cell migration and the level of signaling beta-catenin. Wnt signaling acts as a positive regulator of beta-catenin by inhibiting beta-catenin degradation, which stabilizes beta-catenin, and causes its accumulation. Cadherin may acts as a negative regulator of signaling beta-catenin as it binds beta-catenin at the cell surface and thereby sequesters it from the nucleus. Nectins also function as CAMs at AJs, but are more highly concentrated at AJs than E-cadherin. Nectins transduce signals through Cdc42 and Rac, which reorganize the actin cytoskeleton, regulate the formation of AJs, and strengthen cell-cell adhesion.","Cellular Processes; Cellular community - eukaryotes","Adherens junction","Cellular Processes"," Cellular community - eukaryotes"
"ko04530","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,4.77411474494909,-2.79897739454963,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,1.06262498610905e-06,"BH","Tight junction","Tight junctions (TJs) are essential for establishing a selectively permeable barrier to diffusion through the paracellular space between neighboring cells. TJs are composed of at least three types of transmembrane protein -occludin, claudin and junctional adhesion molecules (JAMs)- and a cytoplasmic 'plaque' consisting of many different proteins that form large complexes. These are proposed to be involved in junction assembly, barrier regulation, cell polarity, gene transcription, and other pathways.","Cellular Processes; Cellular community - eukaryotes","Tight junction","Cellular Processes"," Cellular community - eukaryotes"
"ko04614","edgeR","EBPR","AMF_Vermont",0.00352097293390681,-0.822109930205136,6.87804582301112,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",0.00352097293390681,0.0182952515193197,"BH","Renin-angiotensin system","The renin-angiotensin system (RAS) is a peptidergic system with endocrine characteristics regarding to the regulation of the blood pressure and hydro-electrolytic balance. In the classical RAS, the enzyme renin cleaves its substrate angiotensinogen (Agt) forming the decapeptide angiotensin I that is in turn cleaved by angiotensin-converting enzyme (ACE) to produce the angiotensin II (Ang II), a key player of this system. Ang II activates its AT1 receptor (AT1R), the principal receptor that mediates the majority of the known actions of Ang II in the kidney, including vasoconstriction, renal sodium (Na+) reabsorption, and aldosterone secretion, increasing blood pressure and contributing to the development of hypertension. In addition to (ACE)/Ang II/AT1R and AT2R axis, other signaling pathways in the RAS, such as ACE2/angiotensin-(1-7)/Mas and Ang IV/IRAP, and other active peptide of the RAS, with physiological relevance as Ang III, Ang A and alamandine, are now widely recognized.","Organismal Systems; Endocrine system","Renin-angiotensin system","Organismal Systems"," Endocrine system"
"ko04660","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,2.37012469304199,2.14868872150072,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",5.32929882833321e-15,1.569182432787e-13,"BH","T cell receptor signaling pathway","Activation of T lymphocytes is a key event for an efficient response of the immune system. It requires the involvement of the T-cell receptor (TCR) as well as costimulatory molecules such as CD28. Engagement of these receptors through the interaction with a foreign antigen associated with major histocompatibility complex molecules and CD28 counter-receptors B7.1/B7.2, respectively, results in a series of signaling cascades. These cascades comprise an array of protein-tyrosine kinases, phosphatases, GTP-binding proteins and adaptor proteins that regulate generic and specialised functions, leading to T-cell proliferation, cytokine production and differentiation into effector cells.","Organismal Systems; Immune system","T cell receptor signaling pathway","Organismal Systems"," Immune system"
"ko04720","edgeR","EBPR","AMF_Vermont",3.35777964448497e-06,-1.46799810723881,0.279062631355557,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.35777964448497e-06,2.94979043632205e-05,"BH","Long-term potentiation","Hippocampal long-term potentiation (LTP), a long-lasting increase in synaptic efficacy, is the molecular basis for learning and memory. Tetanic stimulation of afferents in the CA1 region of the hippocampus induces glutamate release and activation of glutamate receptors in dendritic spines. A large increase in [Ca2+]i resulting from influx through NMDA receptors leads to constitutive activation of CaM kinase II (CaM KII) . Constitutively active CaM kinase II phosphorylates AMPA receptors, resulting in potentiation of the ionic conductance of AMPA receptors. Early-phase LTP (E-LTP) expression is due, in part, to this phosphorylation of the AMPA receptor. It is hypothesized that postsynaptic Ca2+ increases generated through NMDA receptors activate several signal transduction pathways including the Erk/MAP kinase and cAMP regulatory pathways. The convergence of these pathways at the level of the CREB/CRE transcriptional pathway may increase expression of a family of genes required for late-phase LTP (L-LTP).","Organismal Systems; Nervous system","Long-term potentiation","Organismal Systems"," Nervous system"
"ko04722","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,-1.46963284561647,0.257987151511737,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,2.94979043632205e-05,"BH","Neurotrophin signaling pathway","Neurotrophins are a family of trophic factors involved in differentiation and survival of neural cells. The neurotrophin family consists of nerve growth factor (NGF), brain derived neurotrophic factor (BDNF), neurotrophin 3 (NT-3), and neurotrophin 4 (NT-4). Neurotrophins exert their functions through engagement of Trk tyrosine kinase receptors or p75 neurotrophin receptor (p75NTR). Neurotrophin/Trk signaling is regulated by connecting a variety of intracellular signaling cascades, which include MAPK pathway, PI-3 kinase pathway, and PLC pathway, transmitting positive signals like enhanced survival and growth. On the other hand, p75NTR transmits both positive and nagative signals. These signals play an important role for neural development and additional higher-order activities such as learning and memory.","Organismal Systems; Nervous system","Neurotrophin signaling pathway","Organismal Systems"," Nervous system"
"ko04730","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,4.77411474494909,-2.79897739454963,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",7.61882065512148e-08,1.06262498610905e-06,"BH","Long-term depression","Cerebellar long-term depression (LTD), thought to be a molecular and cellular basis for cerebellar learning, is a process involving a decrease in the synaptic strength between parallel fiber (PF) and Purkinje cells (PCs) induced by the conjunctive activation of PFs and climbing fiber (CF). Multiple signal transduction pathways have been shown to be involved in this process. Activation of PFs terminating on spines in dendritic branchlets leads to glutamate release and activation of both AMPA and mGluRs. Activation of CFs, which make multiple synaptic contacts on proximal dendrites, also via AMPA receptors, opens voltage-gated calcium channels (VGCCs) and causes a generalized influx of calcium. These cellular signals, generated from two different synaptic origins, trigger a cascade of events culminating in a phosphorylation-dependent, long-term reduction in AMPA receptor sensitivity at the PF-PC synapse. This may take place either through receptor internalization and/or through receptor desensitization.","Organismal Systems; Nervous system","Long-term depression","Organismal Systems"," Nervous system"
"ko04740","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,-1.46963284561647,0.257987151511737,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,2.94979043632205e-05,"BH","Olfactory transduction","Within the compact cilia of the olfactory receptor neurons (ORNs) a cascade of enzymatic activity transduces the binding of an odorant molecule to a receptor into an electrical signal that can be transmitted to the brain. Odorant molecules bind to a receptor protein (R) coupled to an olfactory specific Gs-protein (G) and activate a type III adenylyl cyclase (AC), increasing intracellular cAMP levels. cAMP targets an olfactory-specific cyclic-nucleotide gated ion channel (CNG), allowing cations, particularly Na and Ca, to flow down their electrochemical gradients into the cell, depolarizing the ORN. Furthermore, the Ca entering the cell is able to activate a Ca-activated Cl channel, which would allow Cl to flow out of the cell, thus further increasing the depolarization. Elevated intracellular Ca causes adaptation by at least two different molecular steps: inhibition of the activity of adenylyl cyclase via CAMKII-dependent phosphorylation and down-regulation of the affinity of the CNG channel to cAMP.","Organismal Systems; Sensory system","Olfactory transduction","Organismal Systems"," Sensory system"
"ko04745","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,-1.46963284561647,0.257987151511737,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",3.56201109291719e-06,2.94979043632205e-05,"BH","Phototransduction - fly","Phototransduction is the process that converts the signal of light (photons) into a change of membrane potential in photoreceptor cells. Drosophila visual signaling is initiated with the activation of rhodopsin by light. Rhodopsin is composed of a protein, opsin, covalently linked to a chromophore, 3-hydroxy-11-cis-retinal. Upon absorption of a light photon the chromophore is isomerized from the 11-cis to the all-trans configuration which induces a structural change that activates the opsin. This photoconversion activates heterotrimeric Gq protein via GTP-GDP exchange, releasing the G(alpha)q subunit. G(alpha)q activates PLC, generating InsP3 and DAG from PIP2. DAG may further release polyunsaturated fatty acids (PUFAs) via action of DAG lipase. This reaction leads to the opening of cation-selective channels (trp and trpl genes) and causes the depolarization of the photoreceptor cells. The transduction proteins rhodopsin, G(alpha)q, PLC, PKC, TRP, and TRPL are coordinated by a polymer of INAD scaffold proteins.","Organismal Systems; Sensory system","Phototransduction - fly","Organismal Systems"," Sensory system"
"ko04810","edgeR","EBPR","AMF_Vermont",5.45022300599625e-14,2.24835691234833,2.68112133203143,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",5.45022300599625e-14,1.44430909658901e-12,"BH","Regulation of actin cytoskeleton",NA,"Cellular Processes; Cell motility","Regulation of actin cytoskeleton","Cellular Processes"," Cell motility"
"ko04912","edgeR","EBPR","AMF_Vermont",0.00331452577171075,-0.852432702150799,1.75235585050746,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",0.00331452577171075,0.017566986590067,"BH","GnRH signaling pathway","Gonadotropin-releasing hormone (GnRH) secretion from the hypothalamus acts upon its receptor in the anterior pituitary to regulate the production and release of the gonadotropins, LH and FSH. The GnRHR is coupled to Gq/11 proteins to activate phospholipase C which transmits its signal to diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3). DAG activates the intracellular protein kinase C (PKC) pathway and IP3 stimulates release of intracellular calcium. In addition to the classical Gq/11, coupling of Gs is occasionally observed in a cell-specific fashion. Signaling downstream of protein kinase C (PKC) leads to transactivation of the epidermal growth factor (EGF) receptor and activation of mitogen-activated protein kinases (MAPKs), including extracellular-signal-regulated kinase (ERK), Jun N-terminal kinase (JNK) and p38 MAPK. Active MAPKs translocate to the nucleus, resulting in activation of transcription factors and rapid induction of early genes.","Organismal Systems; Endocrine system","GnRH signaling pathway","Organismal Systems"," Endocrine system"
"ko04960","edgeR","EBPR","AMF_Vermont",0.00533590532723526,-3.28284958038263,-3.24864714958579,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",0.00533590532723526,0.0268075150442602,"BH","Aldosterone-regulated sodium reabsorption","Sodium transport across the tight epithelia of Na+ reabsorbing tissues such as the distal part of the kidney nephron and colon is the major factor determining total-body Na+ levels, and thus, long-term blood pressure. Aldosterone plays a major role in sodium and potassium metabolism by binding to epithelial mineralocorticoid receptors (MR) in the renal collecting duct cells localized in the distal nephron, promoting sodium resorption and potassium excretion. Aldosterone enters a target cell and binds MR, which translocates into the nucleus and regulates gene transcription. Activation of MR leads to increased expression of Sgk-1, which phosphorylates Nedd4-2, an ubiquitin-ligase which targets ENAC to proteosomal degradation. Phosphorylated Nedd4-2 dissociates from ENAC, increasing its apical membrane abundance. Activation of MR also leads to increased expression of Na+/K+-ATPase, thus causing a net increase in sodium uptake from the renal filtrate. The specificity of MR for aldosterone is provided by 11beta-HSD2 by the rapid conversion of cortisol to cortisone in renal cortical collecting duct cells. Recently, besides genomic effects mediated by activated MR, rapid aldosterone actions that are independent of translation and transcription have been documented.","Organismal Systems; Excretory system","Aldosterone-regulated sodium reabsorption","Organismal Systems"," Excretory system"
"ko04971","edgeR","EBPR","AMF_Vermont",2.47672119703999e-06,-1.4934650709586,0.274787108631491,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",2.47672119703999e-06,2.62532446886239e-05,"BH","Gastric acid secretion","Gastric acid is a key factor in normal upper gastrointestinal functions, including protein digestion and calcium and iron absorption, as well as providing some protection against bacterial infections. The principal stimulants of acid secretion at the level of the parietal cell are histamine (paracrine), gastrin (hormonal), and acetycholine (ACh; neurocrine). Stimulation of acid secretion typically involves an initial elevation of intracellular calcium and cAMP, followed by activation of protein kinase cascades, which trigger the translocation of the proton pump, H+,K+-ATPase, from cytoplasmic tubulovesicles to the apical plasma membrane and thereby H+ secretion into the stomach lumen.","Organismal Systems; Digestive system","Gastric acid secretion","Organismal Systems"," Digestive system"
"ko04972","edgeR","EBPR","AMF_Vermont",1.29699930503148e-26,3.39925634105668,2.58014434674399,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",1.29699930503148e-26,1.71852407916671e-24,"BH","Pancreatic secretion","The pancreas performs both exocrine and endocrine functions. The exocrine pancreas consists of two parts, the acinar and duct cells. The primary functions of pancreatic acinar cells are to synthesize and secrete digestive enzymes. Stimulation of the cell by secretagogues such as acetylcholine (ACh) and cholecystokinin (CCK) causes the generation of an intracellular Ca2+ signal. This signal, in turn, triggers the fusion of the zymogen granules with the apical plasma membrane, leading to the polarised secretion of the enzymes. The major task of pancreatic duct cells is the secretion of fluid and bicarbonate ions (HCO3-), which neutralize the acidity of gastric contents that enter the duodenum. An increase in intracellular cAMP by secretin is one of the major signals of pancreatic HCO3- secretion. Activation of the CFTR Cl- channel and the CFTR-dependent Cl-/HCO3- exchange activities is responsible for cAMP-induced HCO3- secretion.","Organismal Systems; Digestive system","Pancreatic secretion","Organismal Systems"," Digestive system"
"ko04973","edgeR","EBPR","AMF_Vermont",9.6634328236857e-07,1.39640159112695,7.10947389700795,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",9.6634328236857e-07,1.11339552098987e-05,"BH","Carbohydrate digestion and absorption","Dietary carbohydrate in humans and omnivorous animals is a major nutrient. The carbohydrates that we ingest vary from the lactose in milk to complex carbohydrates. These carbohydrates are digested to monosaccharides, mostly glucose, galactose and fructose, prior to absorption in the small intestine. Glucose and galactose are initially transported into the enterocyte by SGLT1 located in the apical brush border membrane and then exit through the basolateral membrane by either GLUT2 or exocytosis. In a new model of intestinal glucose absorption, transport by SGLT1 induces rapid insertion and activation of GLUT2 in the brush border membrane by a PKC betaII-dependent mechanism. Moreover, trafficking of apical GLUT2 is rapidly up-regulated by glucose and artificial sweeteners, which act through T1R2 + T1R3/alpha-gustducin to activate PLC-beta2 and PKC-beta II. Fructose is transported separately by the brush border GLUT5 and then released out of the enterocyte into the blood by GLUT2.","Organismal Systems; Digestive system","Carbohydrate digestion and absorption","Organismal Systems"," Digestive system"
"ko04976","edgeR","EBPR","AMF_Vermont",1.90476937601032e-05,1.21592813437405,5.46355484927308,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",1.90476937601032e-05,0.000152958752922041,"BH","Bile secretion","Bile is a vital secretion, essential for digestion and absorption of fats and fat-soluble vitamins in the small intestine. Moreover, bile is an important route of elimination for excess cholesterol and many waste product, bilirubin, drugs and toxic compounds. Bile secretion depends on the function of membrane transport systems in hepatocytes and cholangiocytes and on the structural and functional integrity of the biliary tree. The hepatocytes generate the so-called primary bile in their canaliculi. Cholangiocytes modify the canalicular bile by secretory and reabsorptive processes as bile passes through the bile ducts. The main solutes in bile are bile acids, which stimulate bile secretion osmotically, as well as facilitate the intestinal absorption of dietary lipids by their detergent properties. Bile acids are also important signalling molecules. Through the activation of nuclear receptors, they regulate their own synthesis and transport rates.","Organismal Systems; Digestive system","Bile secretion","Organismal Systems"," Digestive system"
"ko05110","edgeR","EBPR","AMF_Vermont",0.00244944886868875,-0.85466937878133,6.12895241996034,"EBPR vs AMF_Vermont","edgeR","EBPR","AMF_Vermont",0.00244944886868875,0.0141109554391852,"BH","Vibrio cholerae infection","Cholera toxin (CTX) is one of the main virulence factors of Vibrio cholerae. Once secreted, CTX B-chain (CTXB) binds to ganglioside GM1 on the surface of the host's cells. After binding takes place, the entire CTX complex is carried from plasma membrane (PM) to endoplasmic reticulum (ER). In the ER, the A-chain (CTXA) is recognized by protein disulfide isomerase (PDI), unfolded, and delivered to the membrane where the membrane-associated ER-oxidase, Ero1, oxidizes PDI to release the CTXA into the protein-conducting channel, Sec61. CTXA is then retro-translocated to the cytosol and induces water and electrolyte secretion by increasing cAMP levels via adenylate cyclase (AC) to exert toxicity.","Human Diseases; Infectious disease: bacterial","Vibrio cholerae infection","Human Diseases"," Infectious disease: bacterial"
